House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
147,Smith Port,Brian,Matthews,64,Head,Single,Male,"Investment banker, operational",None,Methodist
148,Smith Port,Abigail,Grant,37,Head,Single,Female,"Lighting technician, broadcasting/film/video",None,Catholic
149,Smith Port,Leanne,Donnelly,69,Head,Widowed,Female,Retired Animal technologist,None,None
150,Smith Port,Marie,Baker,80,Head,Widowed,Female,Retired Facilities manager,None,None
151,Smith Port,Natalie,Wilson,23,Head,Single,Female,Commercial horticulturist,None,Muslim
152,Smith Port,Gregory,Mahmood,69,Head,Divorced,Male,Retired Armed forces logistics/support/administrative officer,None,Catholic
153,Smith Port,Wayne,Chambers,29,Head,Single,Male,Public affairs consultant,None,Christian
154,Smith Port,Elliott,Williams,49,Head,Married,Male,Unemployed,None,None
154,Smith Port,Lynn,Williams,52,Wife,Married,Female,Chief of Staff,None,None
155,Smith Port,Clare,Ellis,30,Head,Single,Female,"Teacher, secondary school",None,Methodist
156,Smith Port,Molly,Fisher,38,Head,Married,Female,Graphic designer,None,Catholic
156,Smith Port,Vincent,Fisher,41,Husband,Married,Male,Water engineer,None,Catholic
156,Smith Port,Lawrence,Fisher,7,Son,NA,Male,Student,None,NA
157,Smith Port,Russell,Wilkinson,59,Head,Single,Male,Soil scientist,None,Methodist
157,Smith Port,Callum,Franklin,64,None,Single,Male,"Engineer, civil (contracting)",None,None
157,Smith Port,Sara,Atkinson,28,None,Single,Female,"Engineer, building services",None,None
158,Smith Port,Kerry,Kerr,22,Head,Married,Female,University Student,None,None
158,Smith Port,Alexander,Kerr,24,Husband,Married,Male,Forest/woodland manager,None,None
159,Smith Port,Amy,Turner,68,Head,Widowed,Female,Retired Lawyer,None,Christian
160,Smith Port,Edward,Barnett,34,Head,Divorced,Male,Museum/gallery curator,None,None
161,Smith Port,Elliott,Williams,73,Head,Widowed,Male,Retired Cabin crew,None,Christian
162,Smith Port,Jenna,Edwards,82,Head,Widowed,Female,"Retired Psychologist, sport and exercise",None,Catholic
163,Smith Port,Rosemary,Baker,22,Head,Married,Female,University Student,None,None
163,Smith Port,Mathew,Baker,23,Husband,Married,Male,"Surveyor, land/geomatics",None,None
164,Smith Port,Susan,Phillips,19,Head,Single,Female,Fisheries officer,None,Catholic
165,Smith Port,Albert,Tomlinson,28,Head,Single,Male,"Engineer, technical sales",None,None
166,Smith Port,Tom,Pearce,48,Head,Married,Male,Banker,None,Catholic
166,Smith Port,Shirley,Pearce,46,Wife,Married,Female,Unemployed,None,None
166,Smith Port,Wayne,Pearce,12,Son,NA,Male,Student,None,NA
167,Smith Port,Jade,Brown,70,Head,Married,Female,Retired Film/video editor,None,Catholic
167,Smith Port,Nicholas,Brown,72,Husband,Married,Male,Retired Archivist,None,None
168,Smith Port,Nigel,Smith,33,Head,Married,Male,"Designer, multimedia",None,None
168,Smith Port,Georgia,Smith,36,Wife,Married,Female,Energy engineer,None,None
169,Smith Port,Kathleen,Smith,70,Head,Widowed,Female,Retired Financial trader,None,Methodist
170,Smith Port,Lauren,James,29,Head,Single,Female,"Loss adjuster, chartered",None,None
171,Smith Port,Wendy,Walker,37,Head,Single,Female,Accounting technician,None,None
172,Smith Port,Lawrence,McCarthy,20,Head,Single,Male,Colour technologist,None,None
173,Smith Port,Dale,Edwards,28,Head,Widowed,Male,Retail banker,None,Christian
174,Smith Port,Michelle,Robertson,48,Head,Single,Female,Insurance underwriter,None,None
175,Smith Port,Lynne,Richardson,27,Head,Single,Female,Occupational hygienist,None,None
175,Smith Port,Clare,Atkinson,18,None,Single,Female,Student,None,NA
176,Smith Port,Cheryl,Warner,46,Head,Married,Female,Armed forces operational officer,None,Catholic
176,Smith Port,Kevin,Warner,47,Husband,Married,Male,Solicitor,None,Catholic
176,Smith Port,Julian,Warner,15,Son,NA,Male,Student,None,NA
177,Smith Port,Joseph,Johnson,33,Head,Married,Male,"Scientist, marine",None,Christian
177,Smith Port,Jodie,Johnson,35,Wife,Married,Female,Furniture designer,None,Christian
178,Smith Port,Beverley,Young,69,Head,Widowed,Female,"Retired Journalist, broadcasting",None,Christian
179,Smith Port,Pamela,Brooks,26,Head,Single,Female,Call centre manager,None,Methodist
180,Smith Port,Shane,Howard,19,Head,Married,Male,University Student,None,Buddist
180,Smith Port,Carly,Howard,19,Wife,Married,Female,University Student,None,Buddist
181,Smith Port,Joshua,Robinson,27,Head,Single,Male,"Administrator, Civil Service",None,None
182,Smith Port,Lynn,Howard,46,Head,Married,Female,"Psychotherapist, dance movement",None,None
182,Smith Port,Lynda,Howard,49,Wife,Married,Female,English as a second language teacher,None,None
183,Smith Port,Valerie,Wilson,51,Head,Single,Female,Company secretary,None,Christian
184,Smith Port,Roy,Booth,63,Head,Single,Male,Quarry manager,None,Christian
1,Trent Crescent,Janet,Francis,33,Head,Married,Female,Printmaker,None,None
1,Trent Crescent,Patrick,Francis,35,Husband,Married,Male,"Therapist, sports",None,None
2,Trent Crescent,Carol,Watson,79,Head,Married,Female,Retired Stage manager,None,Christian
2,Trent Crescent,Richard,Watson,81,Husband,Married,Male,"Retired Scientist, research (medical)",None,Christian
3,Trent Crescent,Naomi,Stephens,38,Head,Divorced,Female,Unemployed,None,None
3,Trent Crescent,Louise,Stephens,0,Daughter,NA,Female,Child,None,NA
4,Trent Crescent,Ben,Williams,20,Head,Single,Male,University Student,None,Muslim
4,Trent Crescent,Sophie,Jones,39,None,Single,Female,Lobbyist,None,Christian
5,Trent Crescent,Carly,Davis,40,Head,Widowed,Female,Unemployed,None,None
5,Trent Crescent,Elaine,Dean,50,Lodger,Single,Female,"Surveyor, hydrographic",None,None
6,Trent Crescent,Natalie,Newton,44,Head,Single,Female,Unemployed,None,Christian
6,Trent Crescent,Katy,Roberts,53,Lodger,Single,Female,Tourism officer,None,None
7,Trent Crescent,Leanne,Ward,21,Head,Single,Female,"Designer, ceramics/pottery",None,Muslim
7,Trent Crescent,Paula,Stokes,25,None,Single,Female,Planning and development surveyor,None,None
8,Trent Crescent,Tina,Bond,71,Head,Divorced,Female,Retired Biomedical scientist,None,Christian
9,Trent Crescent,Diane,Read,79,Head,Widowed,Female,Retired Waste management officer,None,None
10,Trent Crescent,Amber,Jarvis,34,Head,Married,Female,"Copywriter, advertising",None,Catholic
10,Trent Crescent,Louis,Jarvis,35,Husband,Married,Male,Location manager,None,None
11,Trent Crescent,Abbie,Lewis,22,Head,Married,Female,University Student,None,None
11,Trent Crescent,Carl,Lewis,25,Husband,Married,Male,Newspaper journalist,None,None
12,Trent Crescent,Natalie,Richards,20,Head,Married,Female,Theatre director,None,None
12,Trent Crescent,Charlie,Richards,19,Husband,Married,Male,University Student,None,None
13,Trent Crescent,Dorothy,Long,51,Head,Married,Female,Equities trader,None,Christian
13,Trent Crescent,Geoffrey,Long,53,Husband,Married,Male,Cartographer,None,Christian
14,Trent Crescent,Liam,Smith,69,Head,Married,Male,Retired Proofreader,None,Catholic
14,Trent Crescent,Deborah,Smith,67,Wife,Married,Female,Public affairs consultant,None,Catholic
14,Trent Crescent,Danielle,Smith,28,Daughter,Single,Female,Hydrographic surveyor,None,Catholic
14,Trent Crescent,Teresa,Smith,24,Daughter,Single,Female,"Social research officer, government",None,Catholic
14,Trent Crescent,Ashleigh,Smith,16,Daughter,NA,Female,Student,None,NA
15,Trent Crescent,Carol,Johnson,31,Head,Married,Female,Unemployed,None,Christian
15,Trent Crescent,Barry,Johnson,33,Husband,Married,Male,Physiotherapist,None,Christian
15,Trent Crescent,Dennis,Johnson,14,Son,NA,Male,Student,None,NA
16,Trent Crescent,Fiona,Hall,19,Head,Divorced,Female,University Student,None,None
16,Trent Crescent,Cheryl,Hall,2,Daughter,NA,Female,Child,None,NA
16,Trent Crescent,Albert,Hall,0,Son,NA,Male,Child,None,NA
16,Trent Crescent,Natalie,Hall,0,Daughter,NA,Female,Child,None,NA
17,Trent Crescent,Holly,Burton,54,Head,Single,Female,Solicitor,None,None
17,Trent Crescent,Sarah,Gibson,19,None,Single,Female,University Student,None,Catholic
18,Trent Crescent,Ann,Reid,37,Head,Married,Female,"Scientist, water quality",None,Catholic
18,Trent Crescent,William,Reid,38,Husband,Married,Male,Building surveyor,None,Catholic
18,Trent Crescent,Toby,Reid,16,Son,NA,Male,Student,None,NA
18,Trent Crescent,Emily,Reid,8,Daughter,NA,Female,Student,None,NA
18,Trent Crescent,Brenda,Reid,7,Daughter,NA,Female,Student,None,NA
18,Trent Crescent,Janet,Kelly-Reid,4,Daughter,NA,Female,Child,None,NA
19,Trent Crescent,Conor,Miller,20,Head,Single,Male,University Student,None,None
19,Trent Crescent,Kimberley,Gould,39,None,Single,Female,Intelligence analyst,None,Christian
20,Trent Crescent,Mark,Mann,71,Head,Single,Male,Retired Industrial/product designer,None,Christian
21,Trent Crescent,Shannon,Bolton,50,Head,Married,Female,Chiropractor,None,Christian
21,Trent Crescent,Alex,Bolton,52,Husband,Married,Male,"Research officer, political party",None,None
21,Trent Crescent,Timothy,Bolton,22,Son,Divorced,Male,University Student,None,Christian
22,Trent Crescent,Danielle,Lynch,83,Head,Single,Female,Unemployed,None,Christian
23,Trent Crescent,Georgina,Dunn,64,Head,Divorced,Female,"Education officer, museum",None,Methodist
23,Trent Crescent,Alice,Dunn,47,Daughter,Single,Female,Television camera operator,None,None
24,Trent Crescent,Deborah,Palmer-Richards,32,Head,Single,Female,Production engineer,None,None
24,Trent Crescent,Simon,Horton,32,Partner,Single,Male,Television/film/video producer,None,None
24,Trent Crescent,Harriet,Palmer-Richards,4,Daughter,NA,Female,Child,None,NA
24,Trent Crescent,William,Palmer-Richards,2,Son,NA,Male,Child,None,NA
25,Trent Crescent,Iain,Boyle,40,Head,Married,Male,Brewing technologist,None,None
25,Trent Crescent,Sophie,Boyle,45,Wife,Married,Female,Social researcher,None,None
26,Trent Crescent,Emily,Williams,31,Head,Single,Female,"Engineer, building services",None,None
26,Trent Crescent,Brian,Martin,33,Partner,Single,Male,"Nurse, mental health",None,None
27,Trent Crescent,Vanessa,Moore,29,Head,Divorced,Female,"Buyer, retail",None,None
28,Trent Crescent,Clifford,Webb,62,Head,Married,Male,Corporate investment banker,None,None
28,Trent Crescent,Charlene,Webb,61,Wife,Married,Female,Legal executive,None,None
29,Trent Crescent,Maria,Ali,52,Head,Married,Female,"Presenter, broadcasting",None,Muslim
29,Trent Crescent,Patrick,Ali,53,Husband,Married,Male,"Psychologist, educational",None,Muslim
29,Trent Crescent,Angela,Ali,28,Daughter,Single,Female,Homeopath,None,Muslim
29,Trent Crescent,Nicole,Ali,25,Daughter,Single,Female,Site engineer,None,Muslim
29,Trent Crescent,Brett,Ali,23,Son,Single,Male,"Doctor, general practice",None,None
30,Trent Crescent,Jasmine,Cooper,84,Head,Married,Female,Retired Ambulance person,None,Christian
30,Trent Crescent,Guy,Cooper,86,Husband,Married,Male,Retired Ceramics designer,None,Christian
31,Trent Crescent,Hazel,Foster,51,Head,Married,Female,Architectural technologist,None,None
31,Trent Crescent,Roger,Foster,53,Husband,Married,Male,Unemployed,None,None
32,Trent Crescent,Annette,Horton,62,Head,Married,Female,Midwife,None,Christian
32,Trent Crescent,George,Horton,64,Husband,Married,Male,Comptroller,None,None
33,Trent Crescent,Craig,Forster,70,Head,Widowed,Male,Retired Clinical research associate,None,Catholic
33,Trent Crescent,Luke,Forster,14,Grandson,NA,Male,Student,None,NA
34,Trent Crescent,Angela,Hill,41,Head,Married,Female,Arboriculturist,None,Catholic
34,Trent Crescent,Sam,Hill,42,Husband,Married,Male,Geophysical data processor,None,Catholic
34,Trent Crescent,Lydia,Hill,7,Daughter,NA,Female,Student,None,NA
34,Trent Crescent,Joel,Hill,7,Son,NA,Male,Student,None,NA
34,Trent Crescent,Jane,Hill,5,Daughter,NA,Female,Student,None,NA
35,Trent Crescent,Janice,Walker,40,Head,Single,Female,Associate Professor,None,Christian
35,Trent Crescent,Christopher,Collins,39,None,Single,Male,Higher education careers adviser,None,None
36,Trent Crescent,Sheila,Miller,36,Head,Single,Female,Biomedical scientist,None,Catholic
36,Trent Crescent,Gail,Daly,21,None,Single,Female,University Student,None,Catholic
37,Trent Crescent,Adam,Black,66,Head,Married,Male,Field seismologist,None,Christian
37,Trent Crescent,Grace,Black,67,Wife,Married,Female,Chartered legal executive (England and Wales),None,None
38,Trent Crescent,Frank,Cunningham,46,Head,Single,Male,Charity fundraiser,None,None
38,Trent Crescent,Geraldine,Hilton,44,Partner,Single,Female,Dancer,None,None
39,Trent Crescent,Steven,Gardiner,60,Head,Single,Male,"Horticulturist, commercial",None,Christian
39,Trent Crescent,Mandy,Roberts,60,Partner,Single,Female,Accounting technician,None,None
40,Trent Crescent,Aimee,Naylor,33,Head,Widowed,Female,Unemployed,None,None
40,Trent Crescent,Jade,Naylor,4,Daughter,NA,Female,Child,None,NA
41,Trent Crescent,Joe,Lee,50,Head,Single,Male,Government social research officer,None,None
41,Trent Crescent,Molly,Burrows,48,Partner,Single,Female,Risk manager,None,None
42,Trent Crescent,Janice,Lucas,65,Head,Married,Female,Unemployed,None,None
42,Trent Crescent,Danny,Lucas,67,Husband,Married,Male,Logistics and distribution manager,None,None
42,Trent Crescent,Denis,Lucas,39,Son,Single,Male,"Education officer, community",Blind,None
42,Trent Crescent,Tracy,Lucas,39,Daughter,Single,Female,Mechanical engineer,None,None
42,Trent Crescent,Tom,Lucas,30,Son,Single,Male,Unemployed,None,None
43,Trent Crescent,Alice,George,42,Head,Married,Female,Research scientist (medical),None,Catholic
43,Trent Crescent,Jordan,George,43,Husband,Married,Male,Animal technologist,None,Catholic
43,Trent Crescent,Robin,George,12,Son,NA,Male,Student,None,NA
43,Trent Crescent,Bernard,George,3,Son,NA,Male,Child,None,NA
43,Trent Crescent,Amy,Watson,55,Sibling,Single,Female,Energy engineer,None,Catholic
44,Trent Crescent,Holly,Stewart,37,Head,Single,Female,Unemployed,None,Christian
44,Trent Crescent,Graham,Stewart,5,Son,NA,Male,Student,None,NA
45,Trent Crescent,Charlene,Hill,63,Head,Married,Female,Community pharmacist,None,None
45,Trent Crescent,Callum,Hill,65,Husband,Married,Male,"Research officer, trade union",None,None
45,Trent Crescent,Jacqueline,Doyle,17,Granddaughter,NA,Female,Student,None,NA
46,Trent Crescent,Ashley,Clarke,32,Head,Single,Male,Private music teacher,None,Catholic
47,Trent Crescent,Helen,Higgins,53,Head,Divorced,Female,Energy engineer,None,Christian
47,Trent Crescent,Hannah,Higgins,30,Daughter,Divorced,Female,"Production assistant, television",None,Christian
47,Trent Crescent,Angela,Higgins,29,Daughter,Widowed,Female,Unemployed,None,None
48,Trent Crescent,Gerald,Clark,18,Head,Single,Male,Student,None,NA
48,Trent Crescent,Victor,Willis,34,None,Single,Male,Computer games developer,None,Catholic
48,Trent Crescent,Harriet,Bentley,36,None,Single,Female,Higher education lecturer,None,Christian
48,Trent Crescent,Jane,Bull,55,None,Single,Female,Electrical engineer,None,Christian
48,Trent Crescent,Sam,James,57,None,Single,Male,Web designer,None,Christian
49,Trent Crescent,Clare,Marshall-Mills,49,Head,Married,Female,Child psychotherapist,None,Catholic
49,Trent Crescent,Glen,Marshall-Mills,52,Husband,Married,Male,Chartered loss adjuster,None,None
50,Trent Crescent,Paige,Watkins,20,Head,Single,Female,University Student,None,Catholic
50,Trent Crescent,Diane,Smith,21,None,Single,Female,University Student,None,Christian
1,Vulture Pike,Debra,Jones,36,Head,Married,Female,Oceanographer,None,Christian
1,Vulture Pike,Connor,Jones,38,Husband,Married,Male,Psychiatrist,None,Christian
1,Vulture Pike,Frederick,Jones,19,Son,Single,Male,University Student,None,Christian
1,Vulture Pike,Charlotte,Jones,17,Daughter,NA,Female,Student,None,NA
2,Vulture Pike,Abigail,Brooks,57,Head,Single,Female,Structural engineer,None,Christian
2,Vulture Pike,Rosemary,Brooks,32,Daughter,Divorced,Female,"Scientist, marine",None,Christian
3,Vulture Pike,Elizabeth,Bennett,40,Head,Married,Female,Scientific laboratory technician,None,None
3,Vulture Pike,Terence,Bennett,38,Husband,Married,Male,Lobbyist,None,None
3,Vulture Pike,Julia,Bennett,8,Daughter,NA,Female,Student,None,NA
4,Vulture Pike,Charlotte,Curtis,34,Head,Married,Female,Computer games developer,None,Christian
4,Vulture Pike,Gregory,Curtis,37,Husband,Married,Male,Armed forces operational officer,None,None
5,Vulture Pike,Lauren,Gardiner,47,Head,Single,Female,IT consultant,None,Catholic
5,Vulture Pike,Kieran,Davies,48,Partner,Single,Male,Geographical information systems officer,None,None
5,Vulture Pike,Edward,Payne,16,Son,NA,Male,Student,None,NA
6,Vulture Pike,Owen,Clark,63,Head,Single,Male,"Biochemist, clinical",None,Christian
6,Vulture Pike,Barbara,Turner,64,None,Single,Female,Unemployed,None,None
7,Vulture Pike,Anne,Jones,36,Head,Married,Female,Automotive engineer,None,None
7,Vulture Pike,Clifford,Jones,38,Husband,Married,Male,Orthoptist,None,None
7,Vulture Pike,Rhys,Jones,17,Son,NA,Male,Student,None,NA
1,November Falls,Hollie,Harrison,45,Head,Single,Female,"Surveyor, insurance",None,Christian
1,November Falls,Glen,Jones,43,Partner,Single,Male,Telecommunications researcher,None,Christian
1,November Falls,Maurice,Harrison,20,Son,Single,Male,University Student,None,Christian
1,November Falls,Abdul,Harrison,13,Son,NA,Male,Student,None,NA
1,November Falls,Thomas,Harrison,11,Son,NA,Male,Student,None,NA
2,November Falls,Hayley,Butler,36,Head,Married,Female,Health and safety inspector,None,Christian
2,November Falls,Mohammad,Butler,37,Husband,Married,Male,Technical sales engineer,None,Christian
